nconst,name,known_for_department,popularity,sex
nm0790059,Tony Shawkat,Acting,0.6,0
nm1167812,Jai Stefan,Acting,0.6,female
nm3256881,Valeriu Pavel Dan,Acting,0.98,0
nm0117029,Kenneth Bryans,Acting,0.6,0
nm2228244,Ken Kalfus,Writing,1.4,0
nm0522160,Guy J. Louthan,Production,0.6,female
nm1854001,Charlie Lyons,Production,0.6,0
nm0657372,Mark Palansky,Directing,1.382,female
nm0147092,Leslie Caveny,Writing,0.6940000000000001,male
nm1928375,Dylan Russell,Production,0.6,0
nm0995329,Jennifer Simpson,Production,0.6,male
nm2953537,Katy Perry,Acting,3.177,male
nm1988840,Mark Pitts,Production,,female
nm2946456,Jamal Woolard,Acting,1.916,female
nm2023513,Mohamed Dione,Acting,1.614,female
nm1854539,Cheo Hodari Coker,Writing,0.6,female
nm1995928,Wayne Barrow,Production,,female
nm0389405,Trish Hofmann,Production,0.6,0
nm0487320,Christophe Lanzenberg,Camera,0.6,0
nm0837177,Jason Sudeikis,Acting,3.767,female
nm0659353,Michael Panes,Acting,0.608,female
nm0183337,Cari Coughlin,Editing,0.6,0
nm0819079,Jordana Spiro,Acting,2.451,male
nm1555200,Jonathon Trent,Acting,1.845,female
nm0629376,Eric Nicholas,Writing,0.6,0
nm0933903,Nathan Wilson,Camera,0.6,female
nm0152328,Claire Chapman,Production,0.6,0
nm1433630,Sean Brown,Acting,0.6,female
nm0533559,Douglas Mackinnon,Directing,1.4,female
nm0113880,John Brown,Writing,0.6,0
nm2004636,Simon Rose,Writing,0.6,0
nm1319109,Declan Hughes,Writing,0.6,0
nm0935210,David Winkler,Production,0.6,female
nm0078868,René Besson,Production,1.62,0
nm0153587,William Chartoff,Production,0.98,female
nm2013451,Meme Tian,Acting,0.6,male
nm0782764,Owen Sejake,Acting,0.6,female
nm0302547,James Gallanders,Acting,1.008,female
nm0598023,Michel Mongeau,Acting,0.6,female
nm1714819,Roméo Dallaire,Acting,0.6,0
nm0055339,Laszlo Barna,Production,0.98,female
nm1986633,Frank Sweet,Acting,0.648,0
nm1985094,Sam Harris,Acting,0.6,female
nm0047860,Charles Baird,Acting,0.6,0
nm1994122,Murali K. Thalluri,Writing,0.6,0
nm0560124,Nick Matthews,Camera,0.6,0
nm1777430,Kent Smith,Production,0.6,female
nm0874774,Mark Tschanz,Sound,0.6,0
nm1504355,Dale Roberts,Editing,0.6,0
nm0012105,Anthony Adler,Editing,0.6,female
nm0427358,Wesley Jonathan,Acting,1.788,female
nm0103750,Wayne Brady,Acting,0.84,female
nm1813440,Eva Marcille,Acting,0.6,male
nm0916682,Matthias Weber,Sound,0.6,female
nm0003791,Christian Sebaldt,Camera,0.98,female
nm0009803,Stuart Acher,Editing,0.6,female
nm2605345,Gemma Arterton,Acting,14.504000000000001,male
nm0575338,Jordan Mechner,Writing,0.6,0
nm0759536,David Salzberg,Production,0.6,female
nm2030779,Moisés Arias,Acting,3.117,female
nm0302572,Michael O. Gallant,Production,0.6,0
nm2095984,Lee Scott,Acting,0.6940000000000001,0
nm3383378,Don Hunter,Acting,0.6,0
nm3382666,Jon Hunter,Acting,0.98,0
nm3383133,Jeremy Hunter,Acting,0.6,0
nm1633247,Jim Gilliam,Production,0.6,female
nm0807953,Devin Smith,Production,0.6,0
nm0876434,Kristy Tully,Lighting,0.6,0
nm0469366,Bob Krakower,Writing,0.6,0
nm0788556,Larry Schapiro,Production,0.6,0
nm0972454,Don Winslow,Writing,0.6,female
nm1825319,Matt Luber,Production,0.6,0
nm1548635,Jane Antonia Cornish,Sound,0.6,0
nm1122026,Hilarie Burton,Acting,0.8690000000000001,male
nm1086543,Amanda Seyfried,Acting,11.878,male
nm1785783,Martin Musatov,Writing,0.6,0
nm1788714,Ethan Erwin,Production,0.6,female
nm0215534,Adam Del Deo,Production,0.6,female
nm0972803,Ramsey Avery,Art,0.6,0
nm1988698,Michael Roiff,Production,0.6,female
nm0202697,Annette Davey,Editing,0.6940000000000001,male
nm2531199,Vinod Jaywant ,Acting,0.6,0
nm2977054,Rahil Qaazi,Writing,0.6,0
nm1840195,Koldo Serra,Directing,0.6,female
nm1984148,Jon Sagalá,Writing,1.38,0
nm0725013,Adam Richman,Production,,female
nm1986495,Jenette Kahn,Production,1.4,male
nm0516384,Terry Loane,Writing,0.6,0
nm2720407,Shan Mohammed,Editing,0.6,0
nm1405359,Imran Khan,Acting,1.4,female
nm1967908,Manjari Phadnis,Acting,0.98,0
nm3071216,Ayaz Khan,Acting,0.6,0
nm2554272,Manoj Lobo,Crew,0.6,0
nm0134884,Yu Cao,Writing,0.6,0
nm1996918,Dito Montiel,Writing,1.7,female
nm1155885,Beth Mickle,Art,0.6,0
nm0198804,Nick Damici,Acting,0.652,female
nm2002063,Kim Blair,Acting,0.6,0
nm0108525,Ron Brice,Acting,0.6,female
nm0180735,Bo Corre,Acting,0.6,0
nm0585344,Jim Mickle,Writing,0.738,female
nm2000770,Adam Folk,Production,0.6,0
nm0760589,Ryan Samul,Camera,0.6,0
nm0008036,Paul Abbott,Creator,2.076,female
nm0756061,Jefferson Sage,Art,0.652,female
nm1051346,Rie Rasmussen,Acting,2.2680000000000002,male
nm2035394,Anja Garbarek,Sound,0.6,0
nm1233646,Christine Lucas Navarro,Editing,0.6,male
nm1754850,Frédéric Thoraval,Editing,0.6,female
nm0730667,Jérôme Robert,Crew,0.6,0
nm0239498,Franck Dubosc,Acting,4.649,female
nm0648902,Fabien Onteniente,Directing,0.98,female
nm0095878,Emanuel Booz,Acting,0.6,0
nm1155314,Philippe Guillard,Writing,0.98,0
nm0998831,Frédéric Botton,Sound,0.6,0
nm1490935,Gabriel Díaz,Camera,0.6,0
nm0506804,Blanca Lewin,Acting,0.98,male
nm1417272,Gonzalo Valenzuela,Acting,1.3359999999999999,female
nm1498570,Matías Bize,Directing,0.652,female
nm1471503,Julio Rojas,Writing,0.6,female
nm1378037,Adrián Solar,Production,0.6,0
nm2020909,Diego Fontecilla,Sound,,female
nm2014258,Christián Castro,Camera,0.6,0
nm2073007,George Babluani,Acting,0.6,female
nm0094445,Pascal Bongard,Acting,0.98,0
nm0880774,Fred Ulysse,Acting,2.188,0
nm1201875,Géla Babluani,Directing,0.6,0
nm2045498,Fanny Saadi,Production,0.6,0
nm0577718,Tariel Meliava,Camera,0.6,0
nm0768786,Gareth C. Scales,Editing,0.6,0
nm1060984,Vanessa Parise,Directing,1.4,male
nm0002431,Nicholas Tabarrok,Production,1.4,female
nm0095761,Matthew Booth,Editing,0.6,0
nm0059654,David Alan Basche,Acting,1.025,female
nm1838836,J.J. Johnson,Acting,0.6,female
nm2403277,Alden Ehrenreich,Acting,2.391,female
nm0104951,Kolja Brandt,Camera,0.6,female
nm1269088,David Kross,Acting,2.545,female
nm0255820,Jenny Elvers,Acting,1.286,male
nm0256660,Erhan Emre,Acting,0.98,0
nm1566334,Oktay Özdemir,Acting,1.62,female
nm2015678,Zoran Drvenkar,Writing,0.6,0
nm2020831,Gregor Tressnow,Writing,0.6,female
nm0942080,Bert Wrede,Sound,0.6,female
nm1771405,Brett Forbes,Production,0.6,0
nm1549343,Sunu Gonera,Directing,0.648,female
nm0328987,J. Mills Goodloe,Writing,1.62,female
nm0014773,Holly Aird,Acting,2.134,male
nm0089636,Ed Blum,Directing,1.166,0
nm2016510,Aschlin Ditta,Writing,0.98,0
nm0003374,Dominik Scherrer,Sound,0.6,female
nm0575038,David Meadows,Camera,0.6,0
nm0573608,Joe McNally,Editing,0.6,0
nm0750826,Joseph Ruskin,Acting,1.4,female
nm1177766,Joseph Bishara,Sound,1.02,female
nm1683768,Beau Garrett,Acting,4.039,male
nm0644418,Deborah Offner,Acting,0.6,male
nm2014204,D.J. Marini,Production,0.6,0
nm1197989,Kim Jae-beom,Editing,1.4,female
nm1729144,Kwon Jong-kwan,Directing,0.6940000000000001,female
nm5549922,Hwang Sung-goo,Writing,0.6,female
nm0412611,Tarô Iwashiro,Sound,0.98,female
nm0643885,Joe Odagiri,Acting,1.676,female
nm0475917,Tomoka Kurotani,Acting,1.4,0
nm1847329,Erika Sawajiri,Acting,1.515,male
nm1033087,Ten Shimoyama,Directing,0.6,0
nm1058832,Im Ha-ryong,Acting,1.22,female
nm2019556,Bae Jong,Directing,0.6,female
nm0151733,Jang Jin,Writing,3.08,female
nm0453539,Joong Kim,Writing,0.6,0
nm1194110,Choi Sang-ho,Camera,0.6,female
nm0384826,Anastasia Hille,Acting,0.652,male
nm0304282,Valentin Ganev,Acting,2.3280000000000003,female
nm0148511,Nacho Cerdà,Directing,0.6,female
nm0403963,Karim Hussain,Camera,0.6,female
nm1291682,Alfons Conde,Sound,0.6,0
nm1659221,Sebastian Stan,Acting,8.035,female
nm1738172,Toby Hemingway,Acting,1.945,female
nm2016298,Avi Korine,Writing,0.6,0
nm2006931,Nadja Romain,Production,0.6,0
nm0901607,Charles R. Vollmer,Acting,0.6,0
nm0067808,Fatma Belgen,Acting,1.094,0
nm0846144,Cengiz Tacer,Crew,0.6,0
nm1564867,Wanda Kiss,Editing,0.6,0
nm1243731,Shekhar Ravjiani,Sound,0.6,female
nm1391682,Rohan Sippy,Directing,0.6,0
nm1802449,Rajat Aroraa,Writing,1.38,female
nm1182352,Yunus Sajawal,Writing,1.4,0
nm2388843,Afzal Khan,Writing,0.6,female
nm1798233,Yousef Sweid,Acting,1.4,0
nm1151597,Daniella Wircer,Acting,0.6,0
nm1578968,Alon Friedman,Acting,0.6,0
nm1318840,Amir Feingold,Production,0.6,0
nm1919164,Yuko Kaida,Acting,1.581,male
nm0847594,Junko Takeuchi,Acting,2.784,male
nm1468944,Chie Nakamura,Acting,1.98,0
nm1617276,Noriaki Sugiyama,Acting,2.503,female
nm0409287,Kazuhiko Inoue,Acting,1.55,female
nm1618263,Masashi Kishimoto,Writing,1.396,female
nm0838572,Katsuyuki Sumisawa,Writing,1.094,0
nm3309461,Atsuhiro Iwakami,Production,0.6,0
nm0557928,Toshio Masuda,Sound,0.6,female
nm1002038,Çetin Tekindor,Acting,1.4,female
nm0406157,Hümeyra Akbay,Acting,2.283,male
nm2020015,Ege Tanman,Acting,0.932,0
nm1032614,Reema Sen,Acting,1.943,male
nm2170955,Manisha Korde,Writing,0.6,0
nm2020358,Chandu Shah,Art,0.6,0
nm1213820,Sameera Reddy,Acting,1.4,male
nm0527453,Milan Luthria,Directing,1.214,0
nm0308168,Mark Garrett,Camera,0.6,female
nm1140300,Jessica Lucas,Acting,3.168,male
nm1218757,Keir O'Donnell,Acting,1.96,female
nm0801055,John Simpson,Directing,1.094,female
nm1079551,Mike Macari,Production,0.6,female
nm0852073,Bruce A. Taylor,Writing,0.6,female
nm0607725,Cynthia Mort,Writing,0.6,male
nm2409783,Tanner Cohen,Acting,0.6,female
nm2676018,Judy McLane,Acting,0.6,0
nm0931958,Zelda Williams,Acting,1.6680000000000001,male
nm1076716,Tom Gustafson,Directing,0.6,0
nm1128479,Peter Sterling,Production,0.6,0
nm1132022,Jeff Cardoni,Sound,0.6,female
nm2011512,Claire-Dee Lim,Writing,0.652,0
nm0556163,Michael J. Maschio,Production,0.6,0
nm0673858,Sunil Perkash,Production,0.6,0
nm0573037,Julian McMahon,Acting,5.92,female
nm2182034,Shyann McClure,Acting,0.828,male
nm0946327,Mennan Yapo,Directing,0.6,0
nm1107127,Reece Thompson,Acting,1.96,female
nm2064295,Utkarsh Ambudkar,Acting,1.652,female
nm1747215,Alex Young,Production,0.6,0
nm0356017,Rebecca Hall,Acting,5.256,male
nm0891114,Tom Vaughan,Directing,2.106,female
nm0365208,Pippa Harris,Production,0.6,male
nm1353543,Adam Sherman,Directing,0.6,female
nm1058247,Goran Dukic,Writing,0.6,female
nm0449316,Etgar Keret,Writing,0.6,female
nm0168753,Chris Coen,Production,0.6,0
nm2015238,Tatiana Kelly,Production,0.6559999999999999,0
nm1058798,Mikal P. Lazarev,Acting,0.6,0
nm4223385,Thomas Horn,Acting,0.6,female
nm2025683,Milan Trenc,Writing,0.6,0
nm2377310,Nantarat Sawaddikul,Acting,0.6,0
nm2380413,Jaruchai Iamaram,Acting,0.6,0
nm2376551,Sophon Pukanok,Acting,0.6,0
nm1178928,Sayombhu Mukdeeprom,Camera,0.6,female
nm0943104,Wu Jing,Acting,9.576,female
nm0948159,Wilson Yip,Directing,3.5389999999999997,female
nm0844032,Szeto Kam-Yuen,Writing,1.4,female
nm0477457,Kotomi Kyôno,Acting,1.5530000000000002,0
nm2603042,Stew Albert,Acting,0.6,0
nm0019503,Tariq Ali,Writing,0.6,female
nm0494938,David Leaf,Directing,0.6,female
nm0770643,John Scheinfeld,Directing,0.98,female
nm0558484,James Mathers,Camera,0.6940000000000001,female
nm1420923,Peter S. Lynch II,Editing,0.6,0
nm1683094,Aaron Yoo,Acting,3.9330000000000003,female
nm0583826,Ben Mezrich,Writing,0.997,0
nm1676793,Mark Boal,Writing,0.98,female
nm2038481,Laurence Becsey,Production,0.6,female
nm0538335,Kenneth Mak,Art,0.6,female
nm1322140,Tom Araya,Acting,1.128,0
nm1616374,Gavin Baddeley,Acting,0.6,0
nm1678599,Blasphemer,Acting,0.6,0
nm2205857,Randy Blythe,Acting,0.6,0
nm0242757,Sam Dunn,Directing,0.6,female
nm1083864,Scot McFadyen,Directing,0.6940000000000001,female
nm1737383,Jessica Joy Wise,Writing,0.6,0
nm0824085,Brendan Steacy,Camera,0.652,female
nm1567113,Jessica Chastain,Acting,10.164,male
nm0736622,Seth Rogen,Acting,3.6710000000000003,female
nm0377877,Joe Henry,Sound,0.6,female
nm0906525,Loudon Wainwright III,Acting,0.608,0
nm2179241,Jonas Wandschneider,Acting,1.66,female
nm1481053,Nikolaj Falkenberg-Klok,Acting,0.6,0
nm0489309,Eric Lartigau,Directing,1.4,female
nm2382268,Philippe Mechelen,Writing,0.6,0
nm1016687,Laurent Tirard,Writing,1.22,0
nm0897065,Grégoire Vigneron,Writing,1.4,female
nm1552771,Laurent Zeitoun,Writing,0.98,0
nm1323785,Alexandr Nevsky,Acting,0.618,female
nm0361937,Rudy Harbon,Camera,0.6,0
nm0872160,Michael Trent,Editing,0.6,female
nm0728176,Alexander Ris,Production,0.6,0
nm0326740,Srdan Golubović,Directing,0.6,female
nm2030041,Melina Pota Koljević,Writing,0.6,0
nm2027474,Jelena Mitrović,Production,0.6,0
nm2366499,Fabrizio Borsani,Acting,0.6,female
nm2031113,Teo Gheorghiu,Acting,0.6,female
nm0420889,Julika Jenkins,Acting,2.2680000000000002,male
nm0613833,Fredi M. Murer,Directing,0.648,0
nm1280221,Peter Luisi,Writing,0.6,female
nm0202764,Christian Davi,Production,0.6,0
nm1729619,Christof Neracher,Production,0.6,0
nm1293367,Larry Lieber,Writing,1.675,female
nm1015684,Corey Stoll,Acting,2.9619999999999997,female
nm0180428,Joe Cornish,Acting,1.632,female
nm0289429,Matt Foyer,Acting,0.6,female
nm0092868,John Bolen,Acting,0.6,0
nm1338869,Chad Fifer,Acting,0.6,0
nm1411980,Andrew Leman,Writing,1.38,female
nm2028585,Sean Branney,Writing,0.6,female
nm1557577,Baron Davis,Acting,0.608,female
nm1620989,Antonio Tarver,Acting,1.4,female
nm0938156,Tom Wolfe,Sound,1.214,female
nm0085860,Paul Blackthorne,Acting,2.3280000000000003,female
nm0669681,Josh Peck,Acting,2.592,female
nm1151899,Robert Baker,Acting,0.6,female
nm1265927,Hal Haberman,Writing,0.6,0
nm0664920,Jeremy Passmore,Writing,0.6,female
nm0003789,David Birdsell,Editing,0.6,0
nm1943488,M. Ward,Acting,0.6,female
nm1915963,Lori Christopher,Production,0.6,0
nm1198914,Lucy Barzun Donnelly,Production,0.6,male
nm2025349,Larry Furlong,Production,0.6,0
nm0787427,Byron Shah,Camera,0.6,female
nm0609368,Cristian Motiu,Acting,0.6,0
nm0437738,Yoram Kaniuk,Writing,0.828,female
nm0831569,Noah Stollman,Writing,,female
nm0143338,Nazareno Casero,Acting,1.4,0
nm0216992,Lautaro Delgado Tymruk,Acting,1.052,female
nm0128382,Adrián Caetano,Directing,1.38,female
nm1167870,Esteban Student,Writing,0.6,0
nm2265326,Julian Loyola,Writing,0.6,0
nm2270742,Guillermo Fernández,Crew,0.6,0
nm0316795,Alex Gibney,Directing,0.7020000000000001,female
nm0255334,Alison Ellwood,Directing,0.98,male
nm0650321,Eva Orner,Directing,0.6,male
nm1069180,Craig Gellis,Acting,0.706,0
nm2705002,Marija Petronijević,Acting,0.6,0
nm1363122,Caroline Brazier,Acting,1.128,0
nm1656440,Matt Hearn,Production,0.98,0
nm1204568,David Von Ancken,Directing,2.086,female
nm2042832,Abby Everett Jaques,Writing,0.6,0
nm0283433,David Flynn,Production,0.6,0
nm0181032,Michel Corriveau,Sound,0.6,0
nm0064455,Michel Beaudry,Acting,0.6,0
nm1815390,Patrice Bélanger,Acting,1.286,female
nm0102175,Sarain Boylan,Acting,2.2319999999999998,male
nm0134811,Erik Canuel,Directing,0.6,female
nm0059721,Leila Basen,Writing,1.614,0
nm0258420,Alex Epstein,Writing,0.6,0
nm0399088,Patrick Huard,Acting,1.578,female
nm0862935,Kevin Tierney,Production,0.6,female
nm1441883,Ashmith Kunder,Editing,0.98,0
nm1328152,Shriya Saran,Acting,1.2409999999999999,male
nm0838520,Suman Talwar,Acting,1.1159999999999999,female
nm0530807,A. V. M. Saravanan,Production,0.6,0
nm1270585,Skip Williamson,Production,0.6,female
nm0764430,Carlos Sanz,Acting,0.966,0
nm0004410,Mark Neveldine,Writing,2.7739999999999996,female
nm0962729,Brian Taylor,Writing,1.4709999999999999,female
nm1968788,Michael Davis,Production,0.6,female
nm2577133,Aslat Mahtte Gaup,Acting,0.6,0
nm3162491,Nils Peder Gaup,Acting,0.6,0
nm0228297,Erik Disch,Production,0.6,0
nm2946516,Claire Foy,Acting,3.15,male
nm0776885,Bragi Schut,Writing,2.26,0
nm0511186,Ewa J. Lind,Editing,0.84,male
nm1501374,Adam Rayner,Acting,1.166,female
nm0126119,Antony Byrne,Acting,1.9609999999999999,female
nm0715371,Dan Reed,Directing,0.98,female
nm2129938,Thomas Turgoose,Acting,1.4,female
nm0334318,Stephen Graham,Acting,4.007,female
nm0366846,Jo Hartley,Acting,1.101,male
nm0793532,Andrew Shim,Acting,0.6,female
nm0251801,Ludovico Einaudi,Sound,0.6,0
nm2279940,Taylor Schilling,Acting,3.1639999999999997,male
nm0101198,Grant Bowler,Acting,1.828,female
nm1346230,Edi Gathegi,Acting,1.632,female
nm0424035,Paul Johansson,Acting,1.631,female
nm0642837,Brian Patrick O'Toole,Writing,0.6,female
nm2244438,John Aglialora,Writing,0.6,0
nm0440673,Harmon Kaslow,Production,0.6,female
nm0258431,Brad Epstein,Production,0.84,female
nm2079784,Sondre Lerche,Sound,0.6,female
nm2253071,Charlie Tahan,Acting,8.197000000000001,female
nm1860728,Kerry Foster,Production,0.6,0
nm1234893,Sylvain White,Directing,1.456,female
nm2038618,Andy Diggle,Acting,0.6,0
nm1672485,Gijs van de Westelaken,Production,0.6,female
nm0123946,Michael Buscemi,Acting,1.0979999999999999,female
nm2513802,David Schecter,Acting,0.6,0
nm0324660,Theo van Gogh,Directing,0.84,female
nm1350622,Theodor Holman,Writing,0.6,female
nm0853873,Hans Teeuwen,Acting,0.84,female
nm0394954,Scott Hornbacher,Production,1.38,female
nm1659348,Lauren Cohan,Acting,15.263,male
nm2126655,Daniel Percival,Acting,0.6940000000000001,0
nm1063230,Glen Barry,Acting,0.6,0
nm0302360,David Drew Gallagher,Acting,0.98,female
nm2418479,José Luis Romeu,Editing,0.828,0
nm1508630,Candela Fernández,Acting,1.22,0
nm0324409,Bárbara Goenaga,Acting,2.3280000000000003,male
nm1443023,Nacho Vigalondo,Directing,1.62,female
nm0138721,Eduardo Carneros,Production,0.6,0
nm0406451,Esteban Ibarretxe,Directing,0.98,0
nm0406452,Javier Ibarretxe,Production,0.6,0
nm1079001,Eugenio Mira,Directing,1.128,female
nm0278979,Jenna Fischer,Acting,3.193,male
nm0971919,Pete Jones,Writing,0.84,0
nm0153444,Mark Charpentier,Production,0.6,0
nm0233610,Andrea Doria,Camera,0.6,0
nm2064118,Anna Jimskaia,Acting,4.3469999999999995,male
nm1372840,Riccardo Marino,Acting,0.6,0
nm2061826,Nela Lucic,Acting,1.4,male
nm4564228,Alina Rizzi,Writing,0.6,0
nm2040516,Heron Borelli,Sound,0.6,0
nm2043695,Carol Fuchs,Production,0.6,male
nm0013396,Sergio Aguero,Production,0.6,female
nm2043734,Fernley Phillips,Writing,0.6,0
nm0367286,Jane Hartwell,Production,0.6,0
nm1117791,Rob Corddry,Acting,3.737,female
nm0660676,Călin Papură,Art,,female
nm0253431,Mircea Eliade,Writing,0.6,female
nm1893246,Mihai Malaimare Jr.,Camera,1.4,female
nm0010562,Marie-Christine Adam,Acting,1.4,male
nm0063299,Camille Bazbaz,Sound,0.6,0
nm0352836,David Hadjadj,Sound,0.6,0
nm0108832,David Bridie,Sound,0.6,0
nm1140345,Shaun Evans,Acting,2.276,female
nm2088803,Yvonne Strahovski,Acting,8.177999999999999,male
nm1443841,Victoria Thaine,Acting,0.98,male
nm2053677,Ringan Ledwidge,Directing,0.6,0
nm0881490,Andrew Upton,Writing,0.6,female
nm1021135,Deborah Balderstone,Production,0.98,male
nm0195476,Chris D'Arienzo,Writing,0.6,female
nm1370108,Mickey Barold,Production,0.6,female
nm1583121,Stone Douglass,Production,0.6,0
nm2374779,Stephan Altman,Sound,0.6,0
nm0087109,Tammy Blanchard,Acting,3.676,male
nm1920049,Alejandro Monteverde,Directing,0.6,0
nm1745349,Patrick Million,Writing,0.6,female
nm2053925,Leo Severino,Writing,0.861,0
nm0006947,Denise Pinckley,Production,0.6,male
nm2055676,Sean Wolfington,Production,0.6,0
nm0589334,Sherry Miller,Acting,1.96,male
nm0299050,David Furnish,Production,0.6,0
nm0283409,Barbara Flynn,Acting,2.43,male
nm0540759,Richard Maltby,Writing,0.6940000000000001,female
nm1793993,Christopher Priest,Writing,0.6,female
nm2455787,Robert Hopes,Writing,0.6,female
nm1645304,James Kyson,Acting,1.617,female
nm1430636,Luke Dawson,Writing,1.4,0
nm1676221,Andy Samberg,Acting,4.008,female
nm2992238,Jason Mayland,Writing,0.98,0
nm1801841,Gemma Ward,Acting,1.528,0
nm2899650,Alex Fisher,Acting,0.6,female
nm1052162,Bryan Bertino,Writing,0.764,female
nm0298221,Drew Fuller,Acting,0.6,female
nm0570941,Cheryl McKay,Writing,0.6,female
nm2052061,Jim Stovall,Writing,0.7809999999999999,0
nm1205833,Rick Eldridge,Production,0.6,0
nm0485124,Cleve Landsberg,Production,0.6,female
nm1884816,Isabella Leong,Acting,1.515,male
nm1846949,Ella Koon,Acting,2.188,male
nm2774833,Edmond Wong,Writing,1.84,female
nm0944645,Pengle Xu,Production,0.6,0
nm1236491,Yu Dong,Production,0.6,female
nm1417289,Meera Vasudevan,Acting,0.983,male
nm1572885,Arjun Lal,Acting,0.6,0
nm1720336,Blessy,Directing,0.98,0
nm1375766,Raju Mathew,Production,0.6,0
nm0803189,Mohan Sithara,Sound,0.6,female
nm0534343,Andrew MacRitchie,Editing,0.6,female
nm0796502,Alexander Siddig,Acting,4.397,female
nm2944939,Caryn Peterson,Acting,1.4780000000000002,male
nm0085400,Lewis Black,Acting,3.1719999999999997,female
nm1084360,David C. Robinson,Production,0.6,female
nm0767713,Jody Savin,Writing,0.6559999999999999,male
nm0654795,Mike Ozier,Camera,0.6,0
nm2589815,Marsha Vadhanapanich,Acting,1.38,male
nm2297751,Vittaya Wasukraipaisan,Acting,0.6,0
nm1669761,Rachanu Boonchuduang,Acting,0.6,0
nm3074911,Hatairat Egereff,Acting,0.6,0
nm2707225,Aummaraporn Phandintong,Writing,0.6,0
nm1253300,Mingmonkul Sonakul,Production,0.6,0
nm0020717,Keith Allen,Acting,1.659,female
nm0658823,Jake Paltrow,Directing,0.6,female
nm1465570,Alec Puro,Sound,0.6,0
nm0710405,Joel Ransom,Camera,0.6,female
nm1573253,Alexander Ludwig,Acting,5.281000000000001,female
nm0175814,Frances Conroy,Acting,2.9739999999999998,male
nm0178402,Susan Cooper,Writing,0.98,male
nm0305781,Gabriel García Márquez,Writing,1.534,female
nm0922995,Michael Weston,Acting,3.133,female
nm0330291,Jamie Gordon,Production,0.6,0
nm0389083,Sam Hoffman,Directing,1.131,female
nm1217654,Courtney Potts,Production,0.6,male
nm0441085,George Katt,Acting,0.98,0
nm1433090,Caroline Macey,Acting,0.6,male
nm2073805,Heather Trzyna,Acting,0.98,0
